"|","|__date","|__Aqua","|__year","|__Air Panas+gula","|__Test Food","|__tea float","|__Orange Float","|__Ayam Goreng","|__test food","|__Kopi Susu","|__sosis 1rb","|__sosis goreng","|__Sop","|__test2","|__Nasi Telur ","|__Nasi Bungkus","|__Tahu Tek","|__es batu","|__Krupuk","|__Kentang Goreng","|__voucher 15.000","|__Spaghetti","|__Teh Panas","|__french fries ","|__ayam geprek","|__Ayam Geprek (Tanpa Nasi)","|__SebLak Muzam","|__Mie Keriting","|__Nasi Goreng","|__kerupuk udang","|__tahu crispy","|__telur mata sapi","|__voucher 11000","|__Sosis","|__Telur Mata Sapi","|__Tahu Tek ","|__Club","|__Seblak AsLi","|__Isoplus","|__NasBung B","|__Pisang G","|__Sprite","|__Fanta","|__Nasi Pindang","|__Nasi Telur","|__Es Buah","|__Mie (Tanpa Telur)","|__Ayam Silep (tanpa nasi)","|__Nasi Sosis Goreng","|__ayam silep","|__Floridina","|__Coca-Cola","|__Sosis Naget","|__month","|__Es Kopi Durian","|__Sereal","|__Frestea","|__Aqua 600ml","|__Mie Ayam","|__NasBung A","|__Kopi Hitam","|__soto ayam","|__tahu ranjau","|__gorengan","|__nasi ayam silep","|__Es Milo","|__ES","|__Nasi Bungkus ","|__Soto","|__Masak Mie ","|__Air Mineral","|__Kerupuk ","|__Es Krim","|__Jeruk Hangat","|__Kerupuk","|__Coca Cola Float","|__Sayur Asem Tempe Goreng","|__Es Chocolatos","|__Nasi Putih ","|__Ayam Geprek","|__Nasi Sosis","|__Tahu Krispy","|__Sayur Asem Lele","|__soto","|__Masak Mie","|__Sosis 1rb","|__voucher 15000","|__Es Salju","|__Es Cendol","|__sebLak 375","|__Popmie","|__Teh Pucuk Harum","|__Nasi Ayam","|__Kentang G","|__Tahu G","|__Milo","|__Siomay","|__Cireng isi","|__Mie","|__Penyetan Dadar","|__Voucher","|__Coffee Float","|__Sayur Sop Tempe Goreng","|__Sayur Sop Ayam Goreng","|__Aneka Kopi","|__Cireng Isi","|__Masak Mie+Telur","|__Penyetan Telur ","|__Penyetan Lele","|__Pecel Tempe","|__Penyetan Ayam ","|__Es Batu/air panas","|__sayur Asem lele","|__sosis 1rb ","|__tes","|__Ayam Silep","|__Ayam Silep (Tanpa nasi)","|__Es Salju (Slushy)","|__sosis","|__Es Dawet Cincau","|__Es Teh","|__Tea Float","|__mie","|__Es Batu","|__Sosis 1rb ","|__Nasi Putih","|__air gelas","|__Penyetan Tempe","|__Kuah Sop ","|__Air Panas","|__Es krim","|__Es Jeruk","|__brengkesan pindang","|__Sayur Asem Telur Goreng","|__Penyetan Ikan Asin","|__Es Kopi","|__Chocolatos Float","|__Mie Tanpa Telur","|__French Fries","|__nasi goreng","|__masak mie+telur","|__ayam silep (tanpa nasi)","|__nasi sosis goreng ","|__masak mie","|__nasi putih","|__nasi telur","|__Lele goreng","|__Gorengan ","|__Telor Matasapi","|__total","|__Risol Mayo","|__Pisang Coklat Keju","|__Chocolatos Panas","|__Kuah Sop","|__penyetan lele","|__mie tanpa telur","|__cireng ","|__Test","|__jeruk hangat","|__cireng isi","|__jus mangga","|__Masak Mie + Telur","|__Sosis Goreng","|__Sayur Sop Telur Goreng","|__Tahu Telur","|__Tes","|__test","|__test minuman2","|__Es Dawet","|__Bakso","|__Gorengan","|__Sayur Asem Dadar","|__Es Kopi/chocolatos","|__Sayur Asem Ayam Goreng","|__Sebak 375","|__timestamp___seconds","|__timestamp___nanoseconds","|__customerNumber","|__-","|__Voucher Rp11000","|__cireng jumbo","|__Teh Hangat"
"2024-12-29","2024-12-29","","2024","","","","","","","","","","","","","","","","","3","","","1","","","","","","","4","","","","","1","","","","","","","","","","3","","1","","","","","","","2024-12","","","","","","","5","","","30","","","","","5","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","3","","","","","12","","","","","4","","","","","","4","","","","","","","","","","","","","","","","","","271000","","","","","","","","","","","","","1","","","","","","","","","","","","","1735454084","447000000","22","","","",""
"2024-12-30","2024-12-30","","2024","","","","","","","4","","","","","","","","","","2","","","","","","","","","","1","","","","","","","","","","","","","","","4","","","","","","","","","2024-12","","","","","","","6","","","41","","","","","6","","1","","","","","","","","","","","3","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","3","","","","","10","","","","","","","","","","","13","","","","","","","","","","","","","","","","","","391500","","","","","","","17","","1","","","","","","","","","","","","","","","","","1735539693","442000000","34","","","",""
"2024-12-31","2024-12-31","","2024","","","","","","","1","","","","","","","","","","","","","1","","","","","","","2","","","","","","","","","","","","","","","3","","3","","1","","","","","2024-12","","","","","","","3","","","44","","","","","10","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","1","","","","","20","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","357000","","","","","","","12","","","","","","1","","","","","","","","","","","","","1735626500","490000000","33","","","",""
"2025-01-04","2025-01-04","","2025","","","","","","","2","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","2025-01","","","","","","","2","","","32","","","","","4","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","173500","","","","","","","9","","","","","","3","","","","","","","","","","","","","1735969251","940000000","19","","","",""
"2025-01-05","2025-01-05","","2025","","","","","","","5","","","","","","","","","","9","","","14","","","","","","10","6","","","","","2","","","","","","","","","","3","","6","","4","","","","","2025-01","","","","","","","20","","","97","","","","","22","","6","","","","","","","","","","","12","","","","","","","","","","","","","","","","","36","","","","","","","","","","","","","","","","","15","","","","","56","","","","","3","","","","","","25","","","","","","","","","","","","","","","","","","1536000","","","","","","","15","","1","","","","3","","","","","","","","","","","","","1736068023","196000000","98","","","",""
"2025-01-06","2025-01-06","","2025","","","","","","","2","","","","","","","","","","2","","","1","","","","","","","","","","","","","","","","","","","","","","3","","2","","1","","","","","2025-01","","","","","","","2","","","42","","","","","7","","9","","","","","","","","","","","3","","","","","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","2","","","","","22","","","","","1","","","","","","6","","","","","","","","","","","","","","","","","","439000","","","","","","","","","","","","","5","","","","","","","","","","","","","1736150759","702000000","36","","","",""
"2025-01-07","2025-01-07","","2025","","","","","","","","","","","","","","","","","","","","1","","","","","","","10","","","","","","","","","","","","","","","4","","1","","1","","","","","2025-01","","","","","","","4","","","56","","","","","13","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","4","","","","","28","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","458000","","","","","","","","","","","","","3","","","","","","","","","","","","","1736232774","581000000","33","","","",""
"2025-01-08","2025-01-08","","2025","","","","","","","6","","","","","","","","","","2","","","6","","","","","","","4","","","","","","","","","","","","","","","12","","1","","4","","","","","2025-01","","","","","","","2","","","62","","","","","10","","4","","","","","","","","","","","3","","","","5","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","3","","","","","31","","","","","2","","","","","","12","","","","","","","","","","","","","","","","","","736000","","","","","","","34","","1","","","","11","","","","","","","","","","","","","1736321467","653000000","57","","","",""
"2025-01-09","2025-01-09","","2025","","","","","","","3","","","","","","","","1","","1","","","","","","","","","6","8","","","","","1","","","","","","","","","","2","","1","","1","","","","","2025-01","","","","","","","1","","","57","","","","","11","","8","","","","","","","","","","","6","","","","1","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","6","","","","","33","","","","","","","","","","","13","","","","","","","","","","","","","","","","","","626000","","","","","","","8","","","","","","1","","","","","","","","","","","","","1736410521","502000000","46","","","",""
"2025-01-10","2025-01-10","","2025","","","","","","","","","","","","","","","9","","4","","","","","","","","","8","4","","","","","3","","","","","","","","","","10","","15","","","","","","","2025-01","","","","","","","","","","99","","","","","9","6","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","26","","","","","","","","","","","","","","","","","20","","","","","68","","","","","6","","","","","","7","","","","","","","","","","","","","","","","","","1286000","","","","","","","49","2","","","","11","9","","","","","","","","","","","","","1736496340","646000000","84","","","",""
"2025-01-11","2025-01-11","","2025","","","","","","","5","","","","","","","","1","","","","","1","","","","","","6","9","","","","","6","","","","","","","","","","4","","10","","5","","","","","2025-01","","","","","","","","","","55","","","","","12","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","20","","","","","","","","","","","","","","","","","4","","","","","29","","","","","11","","","","","","13","","","","","","","","","","","","","","","","","","848500","","","","","","","13","","","","","","7","","","","","","","","","","","","","1736582978","205000000","60","","","",""
"2025-01-12","2025-01-12","","2025","","","","","","","1","","","","","","","","","","","","","4","","","","","","3","2","","","","","","","","","","","","","","","3","","2","","","","","","","2025-01","","","","","","","3","","","53","","","","","5","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","20","","","","","1","","","","","","11","","","","","","","","","","","","","","","","","","454000","","","","","","","30","","3","","","","3","","","","","","","","","","","","","1736669665","256000000","40","","","",""
"2025-01-13","2025-01-13","","2025","","","","","","","1","","","","","","","","","","","","","1","","","","","","3","12","","","","","","","","","","","","","","","2","","3","","","","","","","2025-01","","","","","","","1","","","43","","","","","5","","","","","","","","","","","","","13","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","4","","","","","18","","","","","1","","","","","","5","","","","","","","","","","","","","","","","","","403000","","","","","","","17","","","","","","1","","","","","","","","","","","","","1736753333","532000000","35","","","",""
"2025-01-14","2025-01-14","","2025","","","","","","","1","","","","","","","","","","","","","1","","","","","","3","2","","","","","","","","","","","","","","","2","","","","","","","","","2025-01","","","","","","","1","","","42","","","","","3","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","4","","","","","20","","","","","1","","","","","","8","","","","","","","","","","","","","","","","","","343000","","","","","","","11","1","1","","","","1","","","","","","","","","","","","","1736839044","441000000","35","","","",""
"2025-01-17","2025-01-17","","2025","","","","","","","","","","","","","","","7","","5","","","2","","","","","","10","10","","","","","1","","","","","","","","","","18","","23","","3","","","","","2025-01","","","","","","","1","","","201","","","","","15","7","6","","","","","","","","","","","5","","","","1","","","","","","","","","","","","","33","","","","","","","","","","","","","","","","","15","","","","","67","","","","","14","","","","","","11","","","","","","","","","","","","","","","","","","1549000","","","","","","","13","2","","","","5","6","","","","","","","","","","","","","1737098548","337000000","117","","","",""
"2025-01-18","2025-01-18","","2025","","","","","","","1","","","","","","","","1","","","","","3","","","","","","1","7","","","","","","","","","","","","","","","2","","5","","","","","","","2025-01","","","","","","","1","","","54","","","","","11","","10","","","","","","","","","","","3","","","","3","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","26","","","","","2","","","","","","11","","","","","","","","","","","","","","","","","","468500","","","","","","","","2","","","","","4","","","","","","","","","","","","","1737184447","207000000","43","","","",""
"2025-01-19","2025-01-19","","2025","","","","","","","","","","","","","","","","","2","","","2","","","","","","5","2","","","","","","","","","","","","","","","","","","","","","","","","2025-01","","","","","","","4","","","36","","","","","6","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","1","","","","","12","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","303000","","","","","","","","","","","","","3","","","","","","","","","","","","","1737272882","365000000","28","","","",""
"2025-01-20","2025-01-20","","2025","","","","","","","6","","4","","","","","","","","2","","","3","3","","","","","1","8","3","","","","","","","","","","","","","","","","","","","","","","","2025-01","","","","","","","5","2","","38","1","","","","1","","1","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","4","","","11","","4","","","","","","","","","6","","","","","","","","5","","","1","1","","3","","","","512000","","","","","","5","6","1","2","16","","","1","","","","","","","","","","","","","1737359831","733000000","42","","","",""
"2025-01-21","2025-01-21","","2025","","","","","","","","","1","","","","","","","","","","","","2","","","","","","6","3","","","","","","","","","","","","","","","","","","","","","","","2025-01","","","","","","","","3","","16","4","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","235000","","","","","","2","","","","6","","","","","","","","","","","","","","","","1737446127","700000000","23","","","",""
"2025-01-22","2025-01-22","","2025","","","","","","","3","","3","","","","","","5","","","","","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025-01","","","","","","","5","15","","48","6","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","","32","","8","","","","","","","","","10","","","","","","","","7","","","1","","","5","","","","694000","","","","","","3","","","","15","","","","","","","2","","","","","","","","","1737534939","37000000","62","","","",""
"2025-01-23","2025-01-23","","2025","","","","","","","6","","","","","","","","","","","","","4","7","","","","","","21","2","1","","","","","","","","","","","","","","","","","","","","","","2025-01","","","","","","","7","24","","54","3","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","","6","","","","","","","","","","","","","","","","","","","","","2","1","2","","","","659500","","","","","","1","","","1","13","","","","","","","","","","","","","","","","1737622355","565000000","69","","","",""
"2025-01-24","2025-01-24","","2025","","","","","","","1","3","2","","","","","","2","","","","","2","8","","","","","","6","4","1","","","","","","","","","","","","","","","","","","","","","","2025-01","","","","","","","2","19","","105","14","","","","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","","","44","","8","","","","","","","","","8","","","","","","","","7","","","","2","","2","","","","896000","","","","","","","","","1","18","","","","","","","3","","","","","","","","","1737707678","666000000","81","","","",""
"2025-01-25","2025-01-25","","2025","","","","","","","9","","6","","","","","","","","","","","1","6","","","","","","6","5","1","","","","","","","","","","","","","","","","","","","","","","2025-01","","","","","","","4","15","","55","4","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","39","","8","","","","","","","","","25","","","","","","","","","","","","","1","2","","","","772000","","","","","","1","","","","19","","","","","","","","","","","","","","","","1737790162","645000000","51","","","",""
"2025-01-26","2025-01-26","","2025","","","","","","","2","","3","","","","","","1","","","","","7","4","","","","","","9","10","","","","","","","","","","","","","","","","","","","","","","","2025-01","","","","","","","6","18","","51","5","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","25","","8","","","","","","","","","8","","","","","","","","","","","","","1","","","","","723500","","","","","","1","","","2","38","","","","","","","1","","","","","","","","","1737878512","422000000","65","","","",""
"2025-01-27","2025-01-27","","2025","","","","","","","","","1","","","","","","","","","","","14","10","","","","","","16","12","1","","","","","","","","","","","","","","","","","","","","","","2025-01","","","","","","","3","11","","57","3","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","","22","","","","","","","","","9","","","","","","","","9","","","1","","5","","","","","841000","","","","","","2","","","3","","","","","","","","4","","","","","","","","","1737966861","60000000","58","","","",""
"2025-01-29","2025-01-29","","2025","","","","","","","","","16","","","","","","2","","","","","5","10","","","","","","18","17","7","","","","","","","","","","","","","","","","","","","","","","2025-01","","","","","","","1","12","","122","24","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59","","34","","","","","","","","","8","","","","","","","","10","9","1","6","13","7","23","","","","1678000","","","","","","22","","","1","","","","","","","","4","","","","","","","","","1738139482","796000000","108","","","",""
"2025-01-30","2025-01-30","","2025","","","","","","","1","1","1","","","","","","","","","","","","1","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","2025-01","","","","","","","2","6","","26","2","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","","1","","","","","","","","","8","","","","","","","","","","","6","","","","","","","297000","","","","","","2","","","","","","","","","","","","","","","","","","","","1738223316","499000000","19","","","",""
"2025-01-31","2025-01-31","","2025","","","","","","","","3","10","","","","","","2","","","","","4","5","","","","","","23","15","1","","","","","","","","","","","","","","","","","","","","","","2025-01","","","","","","","1","22","","220","22","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81","","46","","","","","","","","","6","","","","","","","","10","3","","4","8","12","20","","","","1955500","","","","","","20","","","","63","","","","","","","4","","","","","","","","","1738308143","822000000","148","","","",""
"2025-02-01","2025-02-01","","2025","","","","","","","1","5","2","","","","","","1","","","","","1","6","","","","","","13","5","","","","","","","","","","","","","","","","","","","","","","","2025-02","","","","","","","3","7","","52","6","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","","5","","","","","","","","","2","","","","","","","","","","","3","1","2","3","","","","445500","","","","","","3","","","","2","","","","","","","3","","","","","","","","","1738397920","404000000","40","","","",""
"2025-02-02","2025-02-02","","2025","","","","","","","7","","1","","","","","","2","","","","","2","1","","","","","","6","11","","","","","","","","","","","","","","","","","","","","","","","2025-02","","","","","","","3","9","","39","2","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","","6","","","","","","","","","5","","","","","","","","","1","","1","","2","2","","","","450000","","","","","","4","","","","","","","","","","","","","","","","","","","","1738485118","17000000","38","","","",""
"2025-02-03","2025-02-03","","2025","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025-02","","","","","","","1","4","","21","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","6","","","","","","","","","","","","","","","","","","","","2","","","1","","","","198000","","","","","","2","","","1","10","","","","","","","","","","","","","","","","1738565298","25000000","19","","","",""
"2025-02-04","2025-02-04","","2025","","","","","","","1","","","","","","","","","","","","","1","1","","","","","","8","2","","","","","","","","","","","","","","","","","","","","","","","2025-02","","","","","","","1","1","","36","12","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","","6","","","","","","","","","7","","","","","","","","","","","1","","2","4","","","","354000","","","","","","1","","","1","8","","","","","","","","","","","","","","","","1738653844","249000000","35","","","",""
"2025-02-05","2025-02-05","","2025","","","","","","","","","","","","","","","","","","","","","1","","","","","","6","","1","","","","","","","","","","","","","","","","","","","","","","2025-02","","","","","","","1","5","","33","4","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","","11","","","","","","","","","3","","","","","","","","","","","1","","1","3","","","","334000","","","","","","","","","","9","","","","","","","1","","","","","","","","","1738742024","655000000","24","","","",""
"2025-02-06","2025-02-06","","2025","","","","","","","","","","","","","","","","","","","","3","2","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","2025-02","","","","","","","1","9","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","","6","","","","","","","","","4","","","","","","","","","","","","","","2","","","","275000","","","","","","2","","","2","","","","","","","","1","","","","","","","","","1738824936","500000000","23","","","",""
"2025-02-07","2025-02-07","","2025","","","","","","","","2","11","","","","","","3","","","","","4","11","","","","","","28","16","","","","","","","","","","","","","","","","","","","","","","","2025-02","","","","","","","1","20","","159","25","","","","","","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","","47","","","","","","","","","14","","","","","","","","7","3","","3","5","12","22","","","","1980000","","","","","","34","","","","8","","","","","","","3","","","","","","","","","1738914884","590000000","144","","","",""
"2025-02-08","2025-02-08","","2025","","","","","","","2","2","2","","","","","","1","","","","","2","6","","","","","","","8","2","","","","","","","","","","","","","","","","","","","","","","2025-02","","","","","","","3","12","","69","5","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","","9","","","","","","","","","14","","","","","","","","7","","","","","","5","","","","708000","","","","","","3","","","","14","","","","","","","3","","","","","","","","","1739031200","168000000","54","2","","",""
"2025-02-09","2025-02-09","","2025","","","","","","","","","","","","","","","1","","","","","2","5","","","","","","22","5","","","","","","","","","","","","","","","","","","","","","","","2025-02","","","","","","","7","12","","63","6","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","","9","","","","","","","","","7","","","","","","","","","","","","1","","1","","","","606000","","","","","","1","","","6","30","","","","","","","1","2","","","","","","","","1739120173","461000000","57","","","",""
"2025-02-10","2025-02-10","","2025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","701500","","","","","","","","","","","","","","","","","","","","","","","","","","1739175014","872000000","69","","","",""
"2025-02-11","2025-02-11","","2025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","581000","","","","","","","","","","","","","","","","","","","","","","","","","","1739262303","348000000","30","","","",""
"2025-02-12","2025-02-12","","2025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1004000","","","","","","","","","","","","","","","","","","","","","","","","","","1739345592","364000000","56","","","",""
"2025-02-13","2025-02-13","","2025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","637000","","","","","","","","","","","","","","","","","","","","","","","","","","1739431368","898000000","40","","","",""
"2025-02-14","2025-02-14","","2025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","892000","","","","","","","","","","","","","","","","","","","","","","","","","","1739520231","656000000","74","","","",""
"2025-02-15","2025-02-15","","2025","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","326000","","","","","","","","","","","","","","","","","","","","","","","","","","1739605000","940000000","33","","","",""
"2025-02-16","2025-02-16","","2025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","513000","","","","","","","","","","","","","","","","","","","","","","","","","","1739692268","310000000","34","","","",""
"2025-02-17","2025-02-17","","2025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","914500","","","","","","","","","","","","","","","","","","","","","","","","","","1739777656","514000000","64","","","",""
"2025-02-18","2025-02-18","","2025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","397000","","","","","","","","","","","","","","","","","","","","","","","","","","1739860531","203000000","29","","","",""
"2025-02-19","2025-02-19","","2025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","775000","","","","","","","","","","","","","","","","","","","","","","","","","","1739953214","996000000","54","","","",""
"2025-02-20","2025-02-20","","2025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","454500","","","","","","","","","","","","","","","","","","","","","","","","","","1740038195","215000000","28","","","",""
"2025-02-21","2025-02-21","","2025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","843000","","","","","","","","","","","","","","","","","","","","","","","","","","1740127044","835000000","54","","","",""
"2025-02-22","2025-02-22","","2025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","595000","","","","","","","","","","","","","","","","","","","","","","","","","","1740210148","219000000","59","","","",""
"2025-02-23","2025-02-23","","2025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","958000","","","","","","","","","","","","","","","","","","","","","","","","","","1740300512","873000000","73","","","",""
"2025-02-24","2025-02-24","","2025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1454500","","","","","","","","","","","","","","","","","","","","","","","","","","1740382794","618000000","92","","","",""
"2025-02-25","2025-02-25","","2025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","301000","","","","","","","","","","","","","","","","","","","","","","","","","","1740468063","437000000","30","","","",""
